Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
F,18,1988.45,Low,1983.45,Urban,128831.51,44556.69712209904
M,61,1058.73,High,1047.73,Rural,158070.09,61132.51523922901
F,62,1625.12,High,1626.12,Urban,136099.39,54356.922220467066
M,28,1355.17,Low,1361.17,Urban,164029.28,54710.76083546866
F,25,741.18,Low,743.18,Urban,58902.08,19240.975941763143
M,53,2847.77,Low,2847.77,Rural,131647.13,43516.61114974558
M,39,2429.8,Low,2439.8,Urban,106321.92,35556.89116854451
M,18,5373.35,Low,5372.35,Urban,116398.46,43607.253751026525
M,18,1275.96,Low,1271.96,Rural,53400.71,18392.065476542783
M,51,1842.8,Low,1843.8,Urban,43800.57,13001.087396386592
M,65,1813.81,High,1830.81,Semi-Urban,146942.83,57589.00346689145
M,23,1606.69,Low,1609.69,Urban,135071.18,45634.563058832166
M,40,2191.63,Low,2202.63,Semi-Urban,18413.0,5567.19569275996
F,18,1792.57,Low,1794.57,Rural,177054.26,60696.46221682236
M,26,2085.97,Low,2094.97,Semi-Urban,178081.09,60200.09967101218
M,30,1322.1,Low,1335.1,Semi-Urban,224922.13,74839.11105727124
M,44,2601.3,Low,2603.3,Rural,267860.25,89733.23124859686
F,31,2118.01,Low,2117.01,Semi-Urban,19592.75,6830.332787397252
F,44,1709.04,Low,1722.04,Semi-Urban,114537.44,37284.02157427116
F,43,2506.33,Low,2516.33,Rural,337038.16,113193.3414415596
M,33,3187.09,Low,3187.09,Rural,172216.72,59073.525029656674
F,54,1655.7,Low,1656.7,Rural,118507.55,38041.62446578415
M,22,3240.06,Low,3239.06,Urban,289164.77,99143.7754955747
F,41,2016.65,Low,2019.65,Rural,149293.07,49781.3485933597
M,25,1565.56,Low,1574.56,Rural,31991.3,10949.417244175527
M,65,1366.63,High,1376.63,Rural,39751.11,21396.86159887564
F,43,1587.63,Low,1598.63,Rural,68713.4,22120.82261402544
F,18,3016.04,Low,3001.04,Urban,139681.83,49247.10542322286
M,24,2119.11,Low,2128.11,Rural,151657.64,51791.96291217632
M,38,3897.83,Low,3882.83,Urban,103194.58,36073.83958867919
F,56,1762.27,Low,1748.27,Semi-Urban,39293.3,11099.940443872983
M,24,2527.3,Low,2527.3,Rural,119362.97,41356.577085821904
M,64,1580.39,Low,1574.39,Urban,189950.14,60794.25826121775
F,20,3129.45,Low,3118.45,Rural,76529.83,28131.23186255764
F,48,5581.4,Low,5585.4,Rural,299143.38,103209.83797262944
M,44,1906.13,Low,1921.13,Semi-Urban,112992.8,36731.4062487756
M,47,2301.52,Low,2295.52,Rural,49828.71,15945.78750706659
M,18,1674.11,Low,1660.11,Rural,83449.9,28887.977019936367
M,47,1688.02,Low,1689.02,Urban,86236.64,27414.041259755908
M,28,3347.53,Low,3359.53,Semi-Urban,221221.63,75824.87467456222
M,36,2989.07,Low,2976.07,Semi-Urban,82728.58,28291.17183751483
M,51,2195.42,Low,2189.42,Rural,131064.48,42808.97375301799
F,24,1826.01,Low,1820.01,Semi-Urban,92147.26,31454.8899237501
F,60,1570.03,Low,1559.03,Semi-Urban,121665.44,38258.29865884524
F,48,1996.7,Low,1986.7,Urban,15578.82,4146.4245436557685
M,18,7254.24,Low,7262.24,Urban,347678.99,123225.1587044246
F,18,2431.36,Low,2438.36,Rural,338573.04,115608.37409386972
M,58,2154.44,Low,2151.44,Urban,108334.41,34441.687101356154
F,52,2017.22,Low,2017.22,Urban,33329.93,9818.915150934386
M,20,953.88,Low,953.88,Urban,61933.25,20634.877222495885
M,53,3366.14,Low,3358.14,Rural,73272.08,24433.67857006761
M,22,4316.84,Low,4310.84,Urban,234918.09,82020.15059875822
F,59,2716.89,Low,2717.89,Urban,192449.71,63431.44130301292
F,45,926.11,Low,931.11,Semi-Urban,61677.63,18643.97395527067
M,65,2748.56,High,2753.56,Semi-Urban,184197.16,71052.88962273073
M,51,4224.32,Low,4225.32,Rural,103516.01,35633.335854722194
F,24,1303.13,Low,1299.13,Semi-Urban,125931.6,42269.81894987334
M,35,1938.19,Low,1930.19,Rural,42611.87,14098.28334096021
F,54,2472.46,Low,2471.46,Rural,41812.41,13112.933577101012
M,60,2714.87,High,2717.87,Rural,65046.4,31664.457807030663
M,18,5362.35,Low,5367.35,Urban,116398.46,43599.07333566153
F,53,1966.51,Low,1976.51,Semi-Urban,84078.07,26602.13327371648
M,18,1135.45,Low,1126.45,Semi-Urban,37870.69,12753.375402970703
M,37,3275.08,Low,3264.08,Semi-Urban,171731.49,58402.72907486285
M,23,3034.96,Low,3037.96,Urban,125110.66,43749.18120326006
M,18,1619.12,Low,1616.12,Semi-Urban,93023.81,31777.63714784038
M,36,3946.17,Low,3950.17,Rural,184355.14,63691.89749019657
F,54,1643.22,Low,1642.22,Semi-Urban,45061.73,13080.750696896052
M,39,1993.92,Low,1987.92,Urban,65639.85,21437.389423869256
F,36,705.47,Low,703.47,Rural,129238.99,42097.15702475947
M,18,2425.28,Low,2425.28,Semi-Urban,126061.01,43701.11627081492
M,23,1736.94,Low,1737.94,Rural,35104.88,12324.67344550878
M,18,1825.28,Low,1837.28,Semi-Urban,43457.1,15346.043528871156
M,47,2330.01,Low,2339.01,Urban,44635.54,14100.274612254068
M,29,1888.26,Low,1895.26,Urban,149531.02,50307.13345563949
M,55,2018.21,Low,2025.21,Urban,104000.54,33089.014017976006
F,58,1516.49,Low,1505.49,Semi-Urban,62276.75,18412.3657410495
F,48,2919.39,Low,2919.39,Urban,307991.21,103319.98077196212
M,63,1208.76,High,1213.76,Semi-Urban,62597.88,28789.87066472531
F,18,734.76,Low,744.76,Rural,41929.84,14228.919793854477
F,27,1828.43,Low,1830.43,Semi-Urban,97865.97,33145.12321725246
F,33,3117.4,Low,3116.4,Rural,191092.16,65578.55520902466
M,63,1183.71,High,1199.71,Semi-Urban,90139.53,38021.46127394269
M,30,1655.44,Low,1648.44,Semi-Urban,37283.0,12139.4342212548
F,21,5013.71,Low,5005.71,Rural,192082.35,68795.9369540561
M,42,4311.8,Low,4317.8,Semi-Urban,252445.4,86188.79487829223
F,54,3178.74,Low,3177.74,Rural,408954.45,137162.7019830348
F,18,2753.02,Low,2753.02,Urban,85380.9,30745.46773515796
F,34,1990.44,Low,1978.44,Rural,232891.18,78382.25912460752
M,42,7050.68,Low,7044.68,Semi-Urban,220436.53,78231.130521238
F,25,757.18,Low,739.18,Urban,58902.08,19247.111253286883
F,30,1972.89,Low,1965.89,Rural,112223.94,38149.67135131217
F,18,2225.47,Low,2216.47,Semi-Urban,70003.78,24898.189454627194
M,59,2621.3,Low,2622.3,Semi-Urban,24321.7,6483.2404503767975
F,65,1283.71,High,1286.71,Rural,92468.67,39253.283200973085
M,46,2171.7,Low,2182.7,Urban,179730.65,59398.64404042963
F,25,1858.58,Low,1860.58,Semi-Urban,73887.25,25279.415352078347
M,47,3121.76,Low,3127.76,Urban,156469.34,52474.70540260284
M,21,1326.47,Low,1322.47,Urban,25200.78,8595.82723999615
F,18,5325.49,Low,5317.49,Urban,403952.44,140383.9893227099
M,28,2194.8,Low,2192.8,Urban,30682.1,10772.265850905877
F,57,3088.32,Low,3089.32,Urban,39294.91,12522.86408476167
F,18,1046.41,Low,1034.41,Urban,46836.23,16046.60283641814
M,18,2784.34,Low,2786.34,Rural,35183.15,13818.025863406076
M,50,2667.8,Low,2671.8,Semi-Urban,194570.44,64432.9353494028
F,53,1858.17,Low,1853.17,Rural,70293.45,22128.98497352856
M,44,2159.02,Low,2160.02,Semi-Urban,101722.0,33196.84016582262
M,65,1843.28,High,1852.28,Semi-Urban,56009.67,27069.472681785966
F,19,1784.66,Low,1772.66,Semi-Urban,34410.23,12410.484356031651
F,52,1247.0,Low,1249.0,Urban,59242.34,17736.64735816058
M,57,3628.78,Low,3632.78,Rural,49288.67,16335.62960639647
F,29,2055.63,Low,2070.63,Semi-Urban,46037.54,15816.070407176909
M,18,1996.78,Low,2001.78,Rural,132512.9,45708.507723347946
M,47,2241.73,Low,2243.73,Semi-Urban,189510.74,62533.935215179685
F,49,1397.18,Low,1398.18,Urban,169620.45,55204.39479495578
M,21,2479.81,Low,2466.81,Semi-Urban,205478.18,70190.12384979356
F,61,1182.25,Low,1173.25,Rural,28208.82,6666.1824585382565
F,18,2667.97,Low,2653.97,Rural,96852.99,34642.82339841328
M,64,1748.29,Low,1748.29,Urban,120534.55,37651.45558576364
F,18,520.37,Low,517.37,Semi-Urban,47328.8,15540.897086412948
F,18,4133.89,Low,4138.89,Urban,214912.9,75671.43919628742
M,57,3783.08,Low,3792.08,Urban,318850.65,106907.31054208604
M,18,2457.46,Low,2443.46,Urban,204098.99,70078.65295422786
F,59,3677.17,Low,3675.17,Rural,148781.59,49881.04542832308
M,18,2383.1,Low,2396.1,Semi-Urban,281062.68,95731.61317266988
M,63,2106.36,High,2109.36,Urban,197200.41,75059.21277027561
M,18,1753.97,Low,1740.97,Rural,69310.49,24220.546274065968
F,48,4095.4,Low,4094.4,Rural,396932.61,134536.38348679311
M,38,1433.55,Low,1427.55,Urban,99894.61,32450.08601295705
M,34,1884.86,Low,1875.86,Semi-Urban,32804.92,10552.340253821028
M,18,3508.27,Low,3496.27,Urban,206365.23,71915.44138648335
M,61,1979.39,Low,1973.39,Urban,99031.99,30899.04037847608
M,18,4384.05,Low,4387.05,Rural,216803.2,76462.74889286171
F,31,1593.37,Low,1583.37,Rural,232016.07,77920.61373152213
M,40,2559.49,Low,2571.49,Rural,154979.27,52093.8939578352
M,43,3051.78,Low,3048.78,Rural,221124.02,74571.1409791908
M,57,2769.78,Low,2775.78,Semi-Urban,377638.3,125479.26052890744
M,23,2969.54,Low,2964.54,Rural,270323.96,92595.00682183648
M,30,1324.45,Low,1336.45,Rural,165971.51,55314.48784779925
M,34,2496.52,Low,2496.52,Semi-Urban,131479.78,44328.50398394673
F,24,2320.39,Low,2314.39,Urban,51354.25,18395.40601115976
F,43,4417.45,Low,4425.45,Urban,112053.73,39433.61614471431
M,58,1605.5,Low,1591.5,Rural,83548.58,25686.74038783425
M,37,3097.57,Low,3097.57,Semi-Urban,285581.68,96470.52943984464
F,41,3471.31,Low,3461.31,Urban,183094.57,62478.64567413427
M,18,3436.94,Low,3438.94,Rural,148587.13,52579.14529973513
M,52,2674.59,Low,2685.59,Semi-Urban,236579.06,78396.46202991006
M,53,2469.23,Low,2467.23,Semi-Urban,31642.94,9260.136461196707
M,46,1562.98,Low,1570.98,Rural,113824.07,36773.6899350114
F,18,1874.15,Low,1873.15,Urban,271269.8,92288.65108292464
M,34,2237.07,Low,2239.07,Urban,105814.9,35580.938626239506
F,18,4705.71,Low,4702.71,Urban,177013.41,63521.1563302194
F,29,2485.16,Low,2475.16,Urban,51050.77,18064.375697462005
M,36,1262.02,Low,1277.02,Rural,41133.9,12843.049640095964
F,18,1977.24,Low,1964.24,Semi-Urban,29551.78,11053.98825314198
M,19,3136.35,Low,3146.35,Urban,124762.57,44055.93164804132
M,58,1366.79,Low,1369.79,Rural,26031.2,6130.538079352831
M,18,6900.01,Low,6896.01,Rural,128609.04,49406.35854734724
M,54,1390.29,Low,1390.29,Urban,58592.09,17269.198959762616
M,18,2678.58,Low,2688.58,Rural,55959.71,20693.07492305982
F,24,1734.89,Low,1744.89,Rural,217332.29,73696.8269085424
F,21,1759.89,Low,1752.89,Urban,79589.51,27543.645114834973
M,53,1137.88,Low,1131.88,Urban,86599.78,26495.26476309918
F,45,1715.76,Low,1704.76,Rural,74957.08,24179.712237969885
M,65,1256.61,High,1258.61,Urban,107182.02,43793.284036035424
M,18,2007.73,Low,1999.73,Rural,79881.11,28033.387666139504
M,44,2328.31,Low,2333.31,Urban,27375.75,8536.030884263608
M,18,3245.78,Low,3255.78,Rural,74525.59,27509.57551134476
F,32,2369.58,Low,2369.58,Urban,46514.39,16190.158616039607
M,64,3383.86,Low,3376.86,Urban,95988.18,31074.90206563488
F,58,1614.72,Low,1606.72,Rural,211472.34,68906.720959611
F,38,2163.43,Low,2171.43,Urban,173644.89,58213.525872438666
F,22,2586.58,Low,2588.58,Semi-Urban,54649.07,19798.807149487948
M,63,1033.41,High,1025.41,Urban,9440.89,10885.69238471466
M,61,2786.26,High,2796.26,Rural,184956.24,71941.13208089826
F,65,3176.66,High,3173.66,Rural,173476.25,68397.3050775743
M,19,1031.74,Low,1024.74,Rural,28950.79,9848.667255994207
M,58,1239.48,Low,1229.48,Semi-Urban,32103.97,7757.900321233239
F,46,3241.08,Low,3249.08,Urban,94291.51,32026.8499165014
M,26,1066.34,Low,1063.34,Urban,77575.23,25528.040405995715
F,18,2414.53,Low,2426.53,Rural,96596.75,34310.886823588895
M,42,2472.3,Low,2471.3,Urban,78096.5,25876.140236388448
M,35,1879.76,Low,1864.76,Urban,112561.83,37394.15061581874
M,25,2020.67,Low,2015.67,Urban,62364.31,21472.439003848624
M,18,1664.84,Low,1653.84,Rural,196126.79,66729.59530418509
M,27,2308.52,Low,2306.52,Rural,61165.15,21345.15472818053
M,57,4211.66,Low,4212.66,Rural,92369.32,31401.444982586065
M,26,1245.97,Low,1238.97,Urban,219463.23,73371.61361561064
M,39,2368.4,Low,2359.4,Rural,77106.19,25808.330910524804
M,24,4933.1,Low,4931.1,Rural,223067.0,78651.07860190843
F,49,2111.28,Low,2113.28,Semi-Urban,69276.17,22090.35900751691
M,24,3048.54,Low,3058.54,Semi-Urban,163866.4,56568.20960519056
F,18,5527.37,Low,5527.37,Urban,241336.75,85969.88709561748
M,65,2006.42,High,2004.42,Urban,133464.13,53386.44499429991
M,63,1871.65,Low,1874.65,Semi-Urban,207930.57,67077.77873875762
F,50,2273.46,Low,2279.46,Urban,135422.51,44536.37550496144
M,50,1316.72,Low,1326.72,Rural,27631.11,7253.192865554585
M,18,2128.27,Low,2127.27,Semi-Urban,133678.87,45955.83041461869
F,38,2154.99,Low,2160.99,Urban,149103.04,49959.96147309373
F,39,3324.44,Low,3328.44,Urban,165013.94,56420.32504472388
F,63,3273.57,Low,3275.57,Rural,376315.88,125585.55321174634
F,48,2918.1,Low,2920.1,Urban,134054.39,44892.15117004845
M,26,2599.46,Low,2609.46,Urban,129973.53,44703.62002314342
F,61,2436.78,Low,2447.78,Rural,136491.43,44332.70045056205
F,38,3902.88,Low,3888.88,Rural,112342.8,39526.68851173857
F,38,1970.53,Low,1980.53,Rural,51040.87,16970.953061368957
F,40,3048.4,Low,3042.4,Urban,228119.88,77251.90855526805
F,29,1760.16,Low,1764.16,Rural,106228.11,36002.80000590111
F,18,3361.16,Low,3376.16,Rural,248289.45,86235.85650654422
M,60,1399.75,High,1388.75,Rural,136350.96,54264.60668935552
M,20,2581.56,Low,2591.56,Rural,111267.61,39014.26449825762
M,64,1710.49,Low,1707.49,Semi-Urban,123370.74,38426.11627138781
F,18,1919.42,Low,1908.42,Urban,100420.14,34939.311483426834
M,62,3189.35,High,3178.35,Semi-Urban,109433.32,46618.65666390852
F,64,1925.96,Low,1936.96,Urban,128324.82,40691.91356213792
F,46,1661.56,Low,1672.56,Semi-Urban,79385.91,25268.402414086373
M,33,2069.9,Low,2066.9,Urban,12559.17,4160.7926972318455
M,36,3696.32,Low,3697.32,Rural,57096.51,20687.12840622251
F,18,2513.23,Low,2514.23,Urban,271929.99,93164.93211758812
M,60,3430.97,Low,3429.97,Urban,75743.45,24642.10920405869
F,54,2262.87,Low,2271.87,Urban,179967.6,59173.90547227114
F,60,2343.56,Low,2332.56,Semi-Urban,164240.77,53350.854137241775
F,18,9564.86,Low,9572.86,Semi-Urban,410181.71,146681.77026503565
M,34,1356.11,Low,1351.11,Rural,157212.53,52079.4975191778
M,25,3119.32,Low,3116.32,Urban,158843.46,55005.43016637837
F,27,2632.42,Low,2639.42,Rural,199321.77,68325.7902339834
F,22,1268.47,Low,1271.47,Rural,69638.86,23762.467485853627
M,56,2874.13,Low,2873.13,Rural,261726.34,87000.9557340359
M,63,3042.84,Low,3039.84,Semi-Urban,188352.36,61695.75033738135
F,59,3175.57,Low,3170.57,Urban,42949.84,13678.538999760774
F,18,1271.9,Low,1263.9,Urban,30746.69,10874.547323874103
F,43,1530.68,Low,1516.68,Semi-Urban,55068.46,17190.573189465056
M,37,1992.99,Low,2007.99,Rural,49150.53,16204.284087830278
F,63,968.96,Low,961.96,Semi-Urban,14422.49,1384.1657057168704
F,30,2743.13,Low,2744.13,Rural,90575.89,31669.523717743446
F,18,1056.29,Low,1051.29,Rural,86934.98,29667.815951119108
F,33,3955.41,Low,3970.41,Rural,349844.92,119770.66352394209
M,19,1691.43,Low,1679.43,Semi-Urban,47711.53,16546.91440473417
M,18,2319.41,Low,2326.41,Urban,186213.27,63940.19148960097
F,47,6709.48,Low,6698.48,Rural,267690.83,93869.49361471664
F,23,1296.2,Low,1295.2,Rural,46444.56,15918.41930034881
M,57,2110.6,Low,2108.6,Semi-Urban,54594.35,16286.658954269482
F,35,1317.86,Low,1310.86,Urban,61765.09,19996.72343892428
F,41,2283.26,Low,2270.26,Rural,316141.49,106092.2424161562
M,49,3531.39,Low,3527.39,Rural,183520.03,61954.77556680492
F,21,810.35,Low,806.35,Semi-Urban,109769.57,36574.2167147163
F,58,1686.93,Low,1686.93,Rural,65319.07,19889.955286235563
M,25,2181.47,Low,2171.47,Semi-Urban,72372.34,24858.26587013264
M,60,2314.22,Low,2323.22,Rural,141291.28,45661.47978386737
M,40,2337.84,Low,2319.84,Semi-Urban,53304.49,17422.35983220556
M,40,2239.37,Low,2222.37,Semi-Urban,106799.11,35291.68612198849
M,51,1329.04,Low,1318.04,Semi-Urban,52897.6,15387.546519314466
F,23,1878.03,Low,1883.03,Urban,108931.47,37368.70128690778
M,58,1163.16,Low,1167.16,Urban,128471.65,40195.97919858516
F,28,4273.31,Low,4273.31,Urban,279992.61,96881.4711918497
F,34,2896.28,Low,2898.28,Semi-Urban,145179.47,49576.50643342588
F,49,5346.49,Low,5355.49,Semi-Urban,266751.79,91736.61578579537
M,34,568.24,Low,572.24,Urban,34995.66,10086.435630370222
M,18,2067.01,Low,2073.01,Semi-Urban,315100.17,106838.430448558
M,63,2108.26,High,2108.26,Rural,191491.88,73279.92021822474
M,60,2709.26,Low,2695.26,Rural,99342.03,31962.39648592582
F,61,2553.66,Low,2559.66,Rural,79689.19,25369.08369559589
M,46,1751.66,Low,1753.66,Semi-Urban,54907.01,16896.858114221177
M,18,1660.35,Low,1661.35,Rural,107881.59,37088.48324515224
M,33,3096.67,Low,3108.67,Urban,54309.7,19242.907823444337
M,31,2083.83,Low,2084.83,Semi-Urban,56453.31,18942.01443202888
M,42,8111.51,Low,8099.51,Semi-Urban,607679.25,209392.44453124035
F,53,2218.07,Low,2200.07,Semi-Urban,64293.14,20199.04756901521
M,20,3273.82,Low,3268.82,Semi-Urban,159015.87,55477.97055126313
F,61,2387.56,Low,2390.56,Rural,69403.62,21742.65358381468
F,25,1396.61,Low,1400.61,Urban,268690.19,90382.63529958633
F,62,1521.09,High,1523.09,Rural,146136.36,57760.46439732678
M,18,3498.14,Low,3489.14,Semi-Urban,215487.03,74832.87802252072
M,18,1511.95,Low,1508.95,Rural,74554.57,25739.73246841258
M,64,3266.76,Low,3254.76,Rural,191975.46,63333.78595894111
F,36,7078.01,Low,7082.01,Urban,294866.89,104115.07718842318
M,50,2228.97,Low,2240.97,Semi-Urban,78644.12,25047.2117849086
M,44,1371.75,Low,1359.75,Rural,50984.5,15617.542972745912
F,59,1862.32,Low,1876.32,Semi-Urban,54241.18,16000.423560790035
M,65,3864.02,High,3861.02,Urban,263176.92,98857.5595779269
M,64,903.06,High,911.06,Semi-Urban,205723.4,76477.34030485348
F,21,1861.3,Low,1876.3,Semi-Urban,157503.46,53692.98701308605
F,36,1764.2,Low,1755.2,Rural,203327.8,68063.53378978383
M,58,1557.96,Low,1569.96,Semi-Urban,74534.85,22347.8690744196
M,35,1943.52,Low,1945.52,Urban,121581.77,40497.94982826487
M,18,1564.03,Low,1557.03,Semi-Urban,47425.58,16402.249201175597
F,25,2570.9,Low,2573.9,Semi-Urban,48187.02,17375.28510761808
M,47,2020.2,Low,2022.2,Semi-Urban,161670.99,52955.69230522803
F,65,1930.83,High,1945.83,Rural,105790.31,44396.03625372265
M,18,1326.75,Low,1321.75,Semi-Urban,52065.48,17719.24053564385
F,52,1564.32,Low,1549.32,Semi-Urban,34232.65,9513.502692460446
F,37,1693.67,Low,1706.67,Rural,98633.15,32755.32540447216
F,32,962.47,Low,952.47,Semi-Urban,85920.89,27845.47006548813
F,21,1832.46,Low,1831.46,Rural,189890.02,64810.09177647737
M,25,1965.84,Low,1968.84,Urban,88986.95,30363.337342680126
M,19,4238.19,Low,4236.19,Semi-Urban,177737.13,62833.43166052119
M,62,1438.06,Low,1428.06,Rural,57192.23,16347.722137731464
F,36,4848.2,Low,4837.2,Urban,91138.55,33392.4377789843
F,36,1515.51,Low,1505.51,Urban,80154.53,26295.432075332552
F,19,4228.63,Low,4234.63,Urban,235604.47,82640.27611071733
M,44,2757.57,Low,2755.57,Semi-Urban,292311.68,97828.78986886409
M,44,1756.38,Low,1755.38,Semi-Urban,81635.3,26036.72588743279
F,26,2472.29,Low,2475.29,Semi-Urban,191357.62,65288.12412768648
M,18,2794.25,Low,2809.25,Semi-Urban,61533.67,22410.54333822248
F,35,1373.47,Low,1374.47,Semi-Urban,63400.7,20469.23503681884
F,58,3886.83,Low,3890.83,Semi-Urban,286414.73,96134.55534054185
F,31,1539.71,Low,1545.71,Urban,105670.95,35295.168292579474
M,26,3240.16,Low,3240.16,Urban,171881.55,59431.07947278686
M,28,3359.53,Low,3353.53,Semi-Urban,221221.63,75827.94233032409
M,18,1971.47,Low,1971.47,Semi-Urban,106639.5,36713.14612583236
F,31,2275.12,Low,2264.12,Urban,23091.34,8298.957279204064
F,61,3089.28,Low,3099.28,Rural,206233.39,68426.59282849678
F,37,2621.0,Low,2637.0,Urban,250542.14,84595.34993869413
M,57,2994.89,Low,2996.89,Rural,188889.02,62579.90894855396
M,18,5599.13,Low,5590.13,Urban,46748.05,20437.599569675946
F,65,6877.53,High,6863.53,Semi-Urban,165835.87,69333.78568037714
M,21,1898.27,Low,1892.27,Semi-Urban,100544.05,34350.37344824916
M,18,1946.2,Low,1944.2,Rural,57264.66,20376.391910340582
F,21,978.55,Low,969.55,Urban,30165.57,10141.547994965353
F,60,4912.99,High,4913.99,Semi-Urban,116024.07,50995.73823688316
M,40,1324.83,Low,1327.83,Semi-Urban,37976.31,11248.315715186887
F,32,3299.78,Low,3296.78,Semi-Urban,99797.84,34900.509278914
M,27,2112.04,Low,2122.04,Semi-Urban,119687.91,40533.170493319136
M,58,4782.63,Low,4776.63,Rural,112345.53,38612.86330257848
M,18,1598.48,Low,1583.48,Semi-Urban,109858.42,37405.35045868717
M,51,2562.45,Low,2549.45,Rural,40814.71,12864.6860389768
F,41,9027.38,Low,9028.38,Urban,213971.64,78537.63016524835
F,18,1650.75,Low,1666.75,Urban,447946.19,151416.69324562154
M,41,2036.25,Low,2041.25,Semi-Urban,30262.33,9306.475010272285
M,20,2721.53,Low,2729.53,Rural,143802.81,50085.34535722711
F,40,2067.22,Low,2057.22,Urban,109882.98,36529.31619306552
M,37,3653.51,Low,3649.51,Semi-Urban,231669.44,78927.17241664449
F,18,2939.18,Low,2933.18,Semi-Urban,250834.28,86372.73440614076
M,45,2838.22,Low,2841.22,Rural,390810.38,131197.37196887995
F,62,1915.2,Low,1921.2,Semi-Urban,61401.72,18218.40297133148
M,21,2463.46,Low,2457.46,Urban,192507.62,65957.87662511965
F,65,2057.29,High,2050.29,Semi-Urban,129728.87,52279.63024605874
M,18,3420.23,Low,3434.23,Semi-Urban,101056.16,36326.22322150906
F,27,3936.75,Low,3938.75,Rural,450702.28,154098.8071262822
M,53,2307.1,Low,2306.1,Rural,234343.3,77460.15272199751
M,65,945.52,High,943.52,Semi-Urban,102764.86,41851.490091189815
M,19,3356.94,Low,3345.94,Semi-Urban,288463.83,99122.1768240024
M,39,5054.36,Low,5056.36,Semi-Urban,97240.05,35047.972776946226
M,40,1963.81,Low,1951.81,Semi-Urban,176155.14,58310.01795123309
F,56,2425.83,Low,2436.83,Semi-Urban,86964.7,27804.66084417046
F,39,1598.07,Low,1605.07,Rural,76510.33,25064.96106772793
M,20,5091.27,Low,5076.27,Urban,164620.58,59351.85070356068
M,54,3896.85,Low,3886.85,Rural,170386.15,57518.04830666239
F,37,2914.74,Low,2919.74,Urban,58268.31,20302.928372423
M,36,2834.91,Low,2821.91,Semi-Urban,149548.27,50579.09705673041
M,51,2214.27,Low,2217.27,Urban,117326.57,38080.25175939558
F,50,4048.16,Low,4053.16,Urban,83539.96,28922.59570899188
M,50,1693.29,Low,1688.29,Semi-Urban,115763.76,36959.70650038113
